OBJECTID,Subdistric,Diameter,Bursts_Cou,Length_M,Bursts_per,Pressure_A,CNXDensity,Soil_Type,Soil_Code,Soil_RiskN,Era,Era_Code,Era_Risk,Material,Material_1,Mat_Risk,Mat_Code,Rain_YrAvg,DryMthAvg,WetMthAvg,Landuse,Landuse_Co,Landuse_Du,Location,rain_15yravg,rain_30yravg,rcp26_2035,rcp26_2050,rcp45_2035,rcp45_2050,rcp85_2035,rcp85_2050
88,Atlantic Shores,8,35,6575.732,0.005,33.511,2.387,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1352.68635364,72.5285899,157.5633541,Urban,U,1,S,112.96527285046048,116.08969084421794,81.68003453148737,100.45235273573134,123.82188532087538,88.74505191379123,119.34296470218234,85.5082876947191
89,Atlantic Shores,10,35,6575.732,0.005,33.511,2.387,Shallow Soils,H,2,1970-1996,B,2,D,D,3,I,1352.68635364,72.5285899,157.5633541,Urban,U,1,S,113.12641218231946,116.24591659918065,82.03981836830697,100.84847985244379,124.35202640440406,89.14701191971942,119.83187940644055,85.85584352074599
90,B.W.U Labour College,4,0,1852.925,0,17.161,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1361.68849465,68.0862404,151.2947196,Urban,U,1,S,105.9471703423394,108.22396884494357,94.76038343641493,118.02508027818467,144.1627200656467,103.6990954928928,139.7743648952908,100.25763219197592
91,Babylon,4,0,376.419,0,38.18,4.746,Scotland District Soils,O,6,1970-1996,B,2,D,D,3,I,1451.24962402,79.2574509,165.1940387,Urban,U,1,N,124.48477146543306,123.79770344701306,105.86661766315329,130.82106754697602,162.2603565084523,115.25604432204673,154.79282405458648,111.15525923104121
92,Babylon,5,0,376.419,0,38.18,4.746,Scotland District Soils,O,6,1970-1996,B,2,D,D,3,I,1451.24962402,79.2574509,165.1940387,Urban,U,1,N,125.13689823150635,123.99059810638428,105.85890674591064,130.8538013458252,162.2965389251709,115.24448299407959,154.78735961914063,111.14345817565918
93,Babylon,6,0,376.419,0,38.18,4.746,Scotland District Soils,O,6,1970-1996,B,2,D,D,3,I,1451.24962402,79.2574509,165.1940387,Urban,U,1,N,123.37714385986328,123.61976138028231,105.7016830444336,130.53754910555753,161.9257715398615,115.07270812988281,154.52778764204547,110.97976060347123
94,Bagatelle Gardens,4,0,763.968,0,-5.013,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1474.59781087,78.0621958,168.2045074,Urban,U,1,W,108.79042870657784,123.20634623936245,128.9001693725586,158.82729993547713,195.26746804373605,141.14720480782645,188.38985552106584,135.33341761997767
95,Bagatelle Gardens,10,0,763.968,0,-5.013,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1474.59781087,78.0621958,168.2045074,Urban,U,1,W,109.97718200683593,122.59856414794922,129.1409149169922,159.10507507324218,195.56659851074218,141.42056579589843,188.75166931152344,135.59726257324218
96,Bagatelle Gardens,12,0,763.968,0,-5.013,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1474.59781087,78.0621958,168.2045074,Urban,U,1,W,110.97803039550782,123.23022918701172,128.1988265991211,157.9038864135742,194.1557830810547,140.3639709472656,187.33567504882814,134.57384796142577
97,Bagatelle Park,3,0,979.956,0,-18.008,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1454.96284432,76.1046104,167.1068781,Urban,U,1,W,109.22707138061523,121.17363815307617,130.72224884033204,161.4902713775635,198.3263168334961,143.1948127746582,191.12461128234864,137.3158260345459
98,Bagatelle Park,4,0,979.956,0,-18.008,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1454.96284432,76.1046104,167.1068781,Urban,U,1,W,107.33680965393548,121.32475731316514,131.20597094438207,161.78865880290354,198.7170201098825,143.7367589755321,191.85607862097072,137.84143631101594
99,Bagatelle Park,6,0,979.956,0,-18.008,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1454.96284432,76.1046104,167.1068781,Urban,U,1,W,107.7983907063802,121.23330547191479,131.25184574833622,161.90353450068721,198.83869199399595,143.7877152054398,191.92224629720053,137.89034808123554
100,Bagatelle Terrace,4,12,3830.615,0.003,-10.005,1.308,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1468.74690552,76.8806404,167.6231289,Urban,U,1,W,106.37808232969236,122.3739265360442,130.11860075709657,160.38414756259036,197.1119572649647,142.51580262099296,190.22758505607416,136.6604369356963
101,Bagatelle Terrace,6,12,3830.615,0.003,-10.005,1.308,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1468.74690552,76.8806404,167.6231289,Urban,U,1,W,108.83206394740513,121.99376115344819,129.95718129475912,160.19455900646392,196.83161054338728,142.33653259277344,189.97722698393324,136.48433104015533
102,Bagatelle Terrace,10,12,3830.615,0.003,-10.005,1.308,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1468.74690552,76.8806404,167.6231289,Urban,U,1,W,107.57555690564607,122.7642906590512,129.4755815204821,159.55889250102797,196.1322330675627,141.7927434820878,189.25598947625411,135.95904179623253
103,Bagatelle Terrace,12,12,3830.615,0.003,-10.005,1.308,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1468.74690552,76.8806404,167.6231289,Urban,U,1,W,109.26014892578125,122.19217956542968,129.6756915283203,159.78490356445312,196.3630322265625,142.01961547851562,189.55398376464845,136.17745056152344
104,Bailey Alley,9,0,812.446,0,109.243,0,Clay Soils,C,4,1860-1969,D,4,C,C,4,I,1540.48530273,88.799205,170.6991669,Urban,U,1,E,154.38674545288086,133.29884719848633,111.44784927368164,136.88273239135742,168.7404270172119,121.71106433868408,162.48040580749512,116.32158470153809
105,Bailey Alley,10,0,812.446,0,109.243,0,Clay Soils,C,4,1860-1969,D,4,C,C,4,I,1540.48530273,88.799205,170.6991669,Urban,U,1,E,153.12325032552084,132.98377821180554,112.69007364908855,138.4896697998047,170.53914727105035,123.15726979573567,164.433834499783,117.71702660454645
106,Bailey Alley,12,0,812.446,0,109.243,0,Clay Soils,C,4,1860-1969,D,4,C,C,4,I,1540.48530273,88.799205,170.6991669,Urban,U,1,E,155.68216378348214,133.18348257882255,111.61157662527901,137.04582868303572,168.95924377441406,121.88246808733258,162.69804164341517,116.46871730259487
107,Bairds,4,0,566.65,0,92.649,9.228,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1493.39523315,86.9073264,167.9948654,Urban,U,1,E,132.23914958155433,129.83751767180686,110.10452235022257,135.90789156181867,166.93356287756632,120.48332320812136,161.1479765426281,115.50131083643714
108,Bairds Village,4,3,986.4,0.003,63.538,0,Kandoid Clay,K,3,1860-1969,D,4,C,C,4,I,1502.47562953,87.4167933,168.6394871,Urban,U,1,E,133.04650105515572,130.65854069957993,109.68881476415346,135.25605648511078,166.28935994187447,119.9798298665922,160.40411648684986,114.95970143357368
109,Bakers,3,11,694.533,0.016,24.967,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1559.5767692700001,82.7771217,170.6439941,Urban,U,1,N,130.96471009935652,130.5474534715925,127.24815314156669,157.87852042061942,194.2187077658517,140.00377219063895,187.1211997440883,134.5453063419887
110,Bakers,4,11,694.533,0.016,24.967,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1559.5767692700001,82.7771217,170.6439941,Urban,U,1,N,133.45965426308769,129.99780218941825,126.85058055605207,157.39943940298897,193.6442154475621,139.57088034493583,186.5248715536935,134.11783824648177
111,Bakers,6,11,694.533,0.016,24.967,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1559.5767692700001,82.7771217,170.6439941,Urban,U,1,N,130.49112870958118,131.09565998595437,127.18876855167342,157.79482956874517,194.12321227273824,139.93932276596257,187.0448111074942,134.49168075749904
112,Bakers,8,11,694.533,0.016,24.967,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1559.5767692700001,82.7771217,170.6439941,Urban,U,1,N,142.09394860646083,129.0476357596261,121.07608092777313,150.0646490672278,184.97422814747645,133.17887345571367,177.93003118605841,127.96832372271825
113,Bakers,10,11,694.533,0.016,24.967,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1559.5767692700001,82.7771217,170.6439941,Urban,U,1,N,136.98835296630858,129.905104715316,123.32508597452133,152.86386788790344,188.2886740262391,135.66272142754227,181.2840991411053,130.36799276383198
114,Bakers Tenantry,3,0,123.123,0,48.625,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1554.48940023,83.0597006,170.5724729,Urban,U,1,N,133.29566446940103,131.17976888020834,125.17213439941406,155.28431447347006,191.16608428955078,137.7032241821289,184.0490290323893,132.3521982828776
115,Bakers Tenantry,6,0,123.123,0,48.625,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1554.48940023,83.0597006,170.5724729,Urban,U,1,N,133.98060607910156,131.0502471923828,124.35811473048011,154.2393089117006,189.93078116483466,136.80410944029342,182.8350698781568,131.48475327602654
116,Bakers Tenantry,8,0,123.123,0,48.625,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1554.48940023,83.0597006,170.5724729,Urban,U,1,N,133.8570785522461,131.07764845628006,124.4523456280048,154.35558612530048,190.07117110032303,136.90470710167517,182.97740055964545,131.5864539513221
117,Bakers Tenantry,9,0,123.123,0,48.625,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1554.48940023,83.0597006,170.5724729,Urban,U,1,N,133.65887568547174,131.15406329815204,124.44708369328426,154.3500741811899,190.06444490872897,136.8989516038161,182.96940260667068,131.5807084303636
118,Bakers Tenantry,10,0,123.123,0,48.625,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1554.48940023,83.0597006,170.5724729,Urban,U,1,N,133.0644947306315,131.39368743896483,124.4255386352539,154.29463846842447,190.00173583984375,136.86814158121746,182.93860717773438,131.5577685546875
119,Bakers Tenantry,12,0,123.123,0,48.625,0,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1554.48940023,83.0597006,170.5724729,Urban,U,1,N,134.68544006347656,130.89030075073242,124.1045150756836,153.92221069335938,189.5585174560547,136.5202751159668,182.45819473266602,131.21509170532227
120,Bakers Tenentry,6,0,578.593,0,25.478,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1552.8579305,82.4923897,170.5532583,Urban,U,1,N,136.52979068479675,130.3951685808707,122.92993705860083,152.3897382210994,187.7466762376868,135.22364276388416,180.70679706075916,129.96272830686706
121,Bakers Tenentry,8,0,578.593,0,25.478,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1552.8579305,82.4923897,170.5532583,Urban,U,1,N,136.0543055747872,130.5076189183477,123.08001652048596,152.57602088131122,187.9684701037051,135.38788160637245,180.93118445552997,130.12338917290987
122,Bakers Tenentry,9,0,578.593,0,25.478,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1552.8579305,82.4923897,170.5532583,Urban,U,1,N,133.98060607910156,131.0502471923828,124.35332489013672,154.2333984375,189.92364501953125,136.7989959716797,182.8278350830078,131.47958374023437
123,Bakers Tenentry,10,0,578.593,0,25.478,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1552.8579305,82.4923897,170.5532583,Urban,U,1,N,138.47921721140543,129.74995395872327,123.55042007234361,153.22869078318277,188.71731673346625,135.9162220425076,181.61503654056125,130.6065756479899
124,Bakers Tenentry,12,0,578.593,0,25.478,0,Smectoid Clay,M,5,Unknown,E,5,U,U,6,U,1552.8579305,82.4923897,170.5532583,Urban,U,1,N,141.66401018415178,128.73842184884208,123.20729173932757,152.81695992606026,188.21819850376673,135.54054260253906,181.09021868024553,130.22773088727678
125,Balls Land,3,4,133.764,0.03,-67.512,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1341.22673465,73.2668705,157.7871201,Urban,U,1,S,112.17550804501488,118.27585722908141,86.0441629318964,105.9149416968936,130.47192600795202,93.71670689658514,125.8942372155568,90.20616900731646
126,Balls Land,4,4,133.764,0.03,-67.512,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1341.22673465,73.2668705,157.7871201,Urban,U,1,S,114.41768493652344,117.61437377929687,85.86397399902344,105.76736145019531,130.23146057128906,93.52156066894531,125.69188690185547,90.06491241455078
127,Balls Land,8,4,133.764,0.03,-67.512,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1341.22673465,73.2668705,157.7871201,Urban,U,1,S,111.39750950510908,118.58542558623523,86.13967318651153,106.0157245542945,130.610073182641,93.82347032500476,126.0211864564477,90.29613327398533
128,Banister Land,4,0,92.884,0,50.328,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1472.0843455,77.797321,164.1027088,Urban,U,1,W,137.89649963378906,119.4963607788086,83.31868235270183,100.65264892578125,125.30198160807292,90.02021789550781,120.07565561930339,85.994659423828125
129,Banister Land,5,0,92.884,0,50.328,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1472.0843455,77.797321,164.1027088,Urban,U,1,W,137.53300018310546,119.42799835205078,83.6973165512085,101.16342182159424,125.91641082763672,90.443648147583,120.63862247467041,86.40143661499023
130,Banister Land,10,0,92.884,0,50.328,0,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1472.0843455,77.797321,164.1027088,Urban,U,1,W,138.84074910481772,119.9552485148112,81.45267995198567,97.9359639485677,122.03860219319661,87.93581644694011,117.30503590901692,83.99277242024739
131,Bank Hall,3,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,140.53817101047463,120.05282556194149,92.69475832377394,113.43822437443146,140.5810737087302,100.62857134048252,134.2149957108171,96.21853392091516
132,Bank Hall,4,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,139.44381738434112,120.15203307395758,94.23362359335256,115.33146802598547,142.8409025571001,102.37150064649224,136.54266502093756,97.90209922722286
133,Bank Hall,6,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,140.26438369750977,120.20606451034546,93.58613452911376,114.5305601119995,141.88046894073486,101.6479829788208,135.5766332626343,97.20389289855957
134,Bank Hall,8,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,138.9889446756114,120.13466445259427,94.72925799825917,116.02285501231317,143.6658170396003,102.9314178245655,137.28992406872734,98.4425064308056
135,Bank Hall,9,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,137.7779301234654,119.53735024588448,94.65587397984096,116.03712899344308,143.69743129185267,102.81041717529297,137.12742178780692,98.32282257080078
136,Bank Hall,10,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,139.30995840049653,119.91425801472492,93.84914379809277,114.92074851530144,142.3546670201313,101.92504220985505,135.94567282803087,97.46963519360645
137,Bank Hall,12,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,143.19316024780272,121.08595142364501,93.46280441284179,114.33289241790771,141.61875190734864,101.56726608276367,135.4712341308594,97.1312665939331
138,Bank Hall,16,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,138.28765123673068,119.71884487239458,94.31858971282726,115.5885959654364,143.15802817308267,102.43954112511555,136.63219760574458,97.96528433297426
139,Bank Hall,18,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,134.71766662597656,119.66629409790039,102.25182914733887,125.31535530090332,154.7830352783203,111.3966121673584,148.59407424926758,106.61487197875977
140,Bank Hall,20,17,2714.283,0.006,40.886,0.262,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1474.87849376,78.971675,166.3846154,Urban,U,1,W,141.73843819754464,121.22762189592633,97.13567679268974,119.01384844098773,147.21483503069197,105.71145956856864,141.00220816476005,101.13110024588448
141,Bannatyne,3,23,3159.23,0.007,-74.119,0.667,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1430.09085263,77.859752,161.2974171,Rural,R,0,S,128.12536095284128,125.30374722867398,89.7859076422614,110.04918938714104,135.88843474516997,97.8812358959301,130.96680388579497,93.85897156998918
142,Bannatyne,4,23,3159.23,0.007,-74.119,0.667,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1430.09085263,77.859752,161.2974171,Rural,R,0,S,123.98060068353877,123.46140821989592,88.91542568722286,109.04102614119246,134.60548490232176,96.91880959863062,129.75978129618878,92.98420364792283
143,Barbarees Hill,3,9,1533.104,0.006,22.071,0.19,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.11065674,77.7629768,165.6675491,Urban,U,1,W,134.44491356743706,119.01044074164497,94.40102717081706,115.75483635796441,143.36754065619576,102.49061109754774,136.7035166422526,98.01503338283963
144,Barbarees Hill,4,9,1533.104,0.006,22.071,0.19,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.11065674,77.7629768,165.6675491,Urban,U,1,W,134.87706633881257,119.07643511578753,95.35519585242638,116.92367543040456,144.76334044983338,103.57309349433525,138.14805080173733,99.0597026798275
145,Barbarees Hill,5,9,1533.104,0.006,22.071,0.19,Smectoid Clay,M,5,1860-1969,D,4,C,C,4,I,1467.11065674,77.7629768,165.6675491,Urban,U,1,W,134.720654296875,119.08334197998047,95.85861663818359,117.55162506103515,145.5131393432617,104.14340209960937,138.90946044921876,99.61037750244141
146,Barclays Park,3,0,1060.205,0,127.928,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1448.70238241,80.0272889,165.4095355,Rural,R,0,N,130.9405036844233,127.64662104780956,107.35452196674962,132.6529824861916,164.21830700289817,116.89391187442246,156.86014515866515,112.4229737968855
147,Barclays Park,8,0,1060.205,0,127.928,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1448.70238241,80.0272889,165.4095355,Rural,R,0,N,119.2685368347168,122.64784103393555,106.65155158996582,131.43647354125977,162.70519577026369,116.13695335388184,155.8918766784668,111.78054901123046
148,Bartlett's Tenantry,4,0,2832.905,0,54.278,0.363,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1444.16693987,79.5289305,163.8160459,Urban,U,1,S,139.17141588599281,124.24077403650874,84.30219525362538,102.64903178257225,127.27057181839395,91.50002889717575,122.29252293679566,87.60585575610135
149,Bartlett's Tenantry,6,0,2832.905,0,54.278,0.363,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1444.16693987,79.5289305,163.8160459,Urban,U,1,S,141.67935180664062,124.34471130371094,84.19723815917969,102.47019805908204,127.09203491210937,91.36207427978516,122.08130798339843,87.45322113037109
150,Bartlett's Tenantry,10,0,2832.905,0,54.278,0.363,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1444.16693987,79.5289305,163.8160459,Urban,U,1,S,141.0042031028054,124.258920842951,84.0463770086115,102.27882801402698,126.85408991033381,91.19387678666548,121.86504988236861,87.29706850918856
151,Bath,12,0,1376.543,0,28.026,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1377.86452942,75.9881196,159.4462568,Rural,R,0,E,132.42912318788726,118.988686923323,112.26776359821189,139.88541859593886,170.85842632425243,123.07606322189858,165.2607763882341,118.42432824496565
152,Bath Land,3,32,1147.826,0.028,47.476,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1380.67394729,77.2038249,160.3696423,Urban,U,1,E,116.32220494635752,123.05547881794867,114.3534679234585,142.44128075715537,174.01567263023875,125.39122665262668,168.24323351138105,120.53383115964515
153,Bath Plantation,4,0,312.805,0,42.296,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1405.2009346,78.5374019,161.8319698,Rural,R,0,E,127.5665043422154,120.06999824160621,113.89787946428571,141.84855361211868,173.33447338285902,124.86838822137742,167.56518772670202,120.04957762218658
154,Bath Plantation,15,0,312.805,0,42.296,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1405.2009346,78.5374019,161.8319698,Rural,R,0,E,112.07784680966978,122.9689353660301,116.42629722312644,144.94647471110025,177.25085873074002,127.65043852064345,171.11572293882017,122.54661870885778
155,Bathsheba,3,0,1751.641,0,50.182,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1520.29575842,83.5978878,167.1768196,Rural,R,0,E,107.2794893555722,123.50481485916396,115.51323745210291,143.03608768269166,175.7062330084332,126.38465603327347,169.26303798869506,121.18509493035785
156,Bathsheba,4,0,1751.641,0,50.182,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1520.29575842,83.5978878,167.1768196,Rural,R,0,E,103.25156169218175,122.5700029260972,115.51163285199334,142.91983068129596,175.52293593462775,126.39967705221737,169.3053353702321,121.2203473259421
157,Bathsheba,10,0,1751.641,0,50.182,0,Scotland District Soils,O,6,1860-1969,D,4,C,C,4,I,1520.29575842,83.5978878,167.1768196,Rural,R,0,E,106.12340190990551,122.50482940673828,114.89433601997995,142.1691291602882,174.73364917652026,125.66572236757021,168.31915926546665,120.51635717443517
158,Battaleys,4,0,855.695,0,17.642,3.417,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1552.27129188,82.2565985,170.1474977,Urban,U,1,N,149.78447647094725,126.5435562133789,119.50264638264974,148.00807139078776,182.48461481730143,131.41995137532552,175.54450759887695,126.23260167439778
159,Battaleys,8,0,855.695,0,17.642,3.417,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1552.27129188,82.2565985,170.1474977,Urban,U,1,N,146.99859292166573,127.94516699654716,119.75931440080915,148.43018668038505,183.01119014195032,131.71545192173548,175.95037950788225,126.53792190551758
160,Battaleys,10,0,855.695,0,17.642,3.417,Smectoid Clay,M,5,1970-1996,B,2,D,D,3,I,1552.27129188,82.2565985,170.1474977,Urban,U,1,N,149.729859488351,126.43629237583706,119.91780253819057,148.51504843575614,183.08079419817244,131.87908499581474,176.15713609967912,126.67003359113421
